Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,City,Time_taken(min),Distance
37,4.7,Cloudy,Jam ,Meal ,scooter ,0,Metropolitian ,43,20.253
33,4.6,Windy,Medium ,Snack ,motorcycle ,1,Metropolitian ,27,6.232
24,4.5,Stormy,Jam ,Buffet ,motorcycle ,1,Urban ,30,10.757
30,4.8,Fog,Low ,Buffet ,motorcycle ,0,Metropolitian ,15,4.663
33,4.7,Fog,Medium ,Meal ,scooter ,0,Metropolitian ,42,12.293
38,4.4,Fog,Medium ,Buffet ,scooter ,0,Urban ,43,20.068
38,4.8,Stormy,Low ,Snack ,motorcycle ,1,Metropolitian ,23,7.547
32,4.6,Sandstorms,Jam ,Snack ,scooter ,1,Metropolitian ,25,20.852
30,5.0,Fog,Medium ,Drinks ,motorcycle ,1,Metropolitian ,17,7.763
24,5.0,Stormy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,25,9.315
33,5.0,Sunny,Low ,Snack ,motorcycle ,1,Metropolitian ,20,12.421
23,4.1,Sandstorms,Low ,Buffet ,motorcycle ,0,Metropolitian ,21,1.49
20,4.6,Sandstorms,Medium ,Drinks ,scooter ,0,Urban ,24,7.66
26,4.9,Sunny,Jam ,Snack ,scooter ,1,Metropolitian ,15,19.661
38,4.7,Windy,Low ,Meal ,scooter ,0,Metropolitian ,29,7.761
34,4.9,Windy,High ,Buffet ,motorcycle ,1,Metropolitian ,32,6.209
23,4.7,Sandstorms,Medium ,Snack ,motorcycle ,1,Metropolitian ,20,7.562
36,4.3,Stormy,High ,Meal ,scooter ,1,Metropolitian ,34,6.242
20,4.0,Stormy,Medium ,Snack ,motorcycle ,1,Urban ,31,19.625
38,4.9,Sandstorms,High ,Drinks ,motorcycle ,1,Metropolitian ,28,1.509
37,3.8,Sunny,Jam ,Drinks ,electric_scooter ,1,Metropolitian ,31,12.485
39,4.2,Windy,High ,Meal ,scooter ,1,Metropolitian ,32,6.243
38,4.8,Windy,Jam ,Snack ,motorcycle ,0,Urban ,27,12.464
37,4.9,Sunny,Low ,Snack ,motorcycle ,1,Metropolitian ,27,10.907
35,4.1,Windy,Jam ,Meal ,motorcycle ,1,Metropolitian ,52,16.389
31,4.8,Cloudy,Low ,Buffet ,motorcycle ,1,Metropolitian ,28,3.064
35,4.1,Fog,High ,Buffet ,motorcycle ,1,Metropolitian ,31,6.129
39,4.6,Cloudy,Jam ,Snack ,motorcycle ,1,Semi-Urban ,47,16.818
39,5.0,Stormy,Medium ,Snack ,motorcycle ,1,Metropolitian ,28,7.563
34,4.0,Sandstorms,Jam ,Meal ,motorcycle ,1,Urban ,35,12.256
39,4.9,Sunny,Low ,Drinks ,scooter ,0,Urban ,10,4.538
36,4.2,Sandstorms,Jam ,Buffet ,motorcycle ,2,Metropolitian ,38,10.704
38,4.9,Sandstorms,Jam ,Snack ,electric_scooter ,1,Metropolitian ,30,8.79
22,4.6,Sandstorms,High ,Drinks ,motorcycle ,1,Metropolitian ,25,1.513
30,4.2,Sandstorms,Medium ,Meal ,motorcycle ,0,Metropolitian ,43,10.425
22,4.6,Fog,Jam ,Meal ,motorcycle ,1,Metropolitian ,43,16.834
32,4.5,Stormy,Jam ,Meal ,motorcycle ,1,Metropolitian ,28,4.561
37,4.6,Sunny,Low ,Buffet ,motorcycle ,1,Metropolitian ,27,1.558
31,4.9,Cloudy,Jam ,Snack ,motorcycle ,1,Urban ,30,4.658
20,4.9,Sunny,Low ,Meal ,electric_scooter ,0,Metropolitian ,18,3.041
39,4.5,Sunny,Jam ,Buffet ,scooter ,1,Urban ,24,7.601
32,4.5,Stormy,Medium ,Snack ,motorcycle ,1,Metropolitian ,25,7.573
35,4.5,Cloudy,High ,Meal ,motorcycle ,0,Metropolitian ,28,6.147
38,4.8,Windy,Medium ,Snack ,scooter ,0,Metropolitian ,22,11.749
34,4.7,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,49,9.179
29,4.4,Fog,Medium ,Drinks ,scooter ,0,Metropolitian ,38,13.611
24,4.8,Cloudy,Low ,Drinks ,motorcycle ,0,Metropolitian ,22,9.327
33,4.6,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,27,13.971
26,4.5,Sunny,Low ,Buffet ,motorcycle ,0,Urban ,14,3.116
20,4.7,Sunny,High ,Snack ,electric_scooter ,1,Metropolitian ,19,1.49
28,4.8,Cloudy,Jam ,Buffet ,motorcycle ,3,Metropolitian ,45,12.42
36,4.8,Fog,Low ,Buffet ,scooter ,1,Metropolitian ,27,12.235
38,5.0,Sandstorms,Low ,Buffet ,scooter ,1,Metropolitian ,21,3.059
28,4.7,Stormy,High ,Buffet ,electric_scooter ,0,Metropolitian ,11,3.027
35,4.6,Sunny,Low ,Drinks ,motorcycle ,1,Metropolitian ,22,19.917
34,4.1,Windy,High ,Drinks ,motorcycle ,1,Metropolitian ,33,6.119
25,4.2,Fog,Jam ,Drinks ,scooter ,1,Metropolitian ,33,12.254
31,4.6,Fog,Medium ,Buffet ,motorcycle ,1,Urban ,36,16.635
27,4.6,Cloudy,Low ,Drinks ,electric_scooter ,1,Metropolitian ,17,4.674
23,4.7,Cloudy,Low ,Snack ,motorcycle ,1,Metropolitian ,15,1.561
29,4.5,Cloudy,Low ,Buffet ,motorcycle ,0,Urban ,28,10.724
29,4.9,Sunny,Medium ,Drinks ,scooter ,1,Metropolitian ,18,4.658
23,4.6,Windy,Medium ,Snack ,electric_scooter ,1,Metropolitian ,22,4.472
29,4.8,Sandstorms,Jam ,Meal ,motorcycle ,0,Metropolitian ,20,9.193
25,4.9,Sandstorms,Jam ,Drinks ,motorcycle ,0,Metropolitian ,15,12.235
38,4.6,Cloudy,Medium ,Meal ,motorcycle ,1,Metropolitian ,30,17.074
26,4.8,Sandstorms,Low ,Snack ,motorcycle ,1,Metropolitian ,16,12.257
29,4.7,Sandstorms,High ,Drinks ,scooter ,0,Metropolitian ,11,1.529
35,4.1,Fog,Jam ,Drinks ,motorcycle ,1,Metropolitian ,33,7.573
24,4.6,Cloudy,Jam ,Meal ,motorcycle ,0,Metropolitian ,35,19.044
30,4.3,Cloudy,High ,Snack ,motorcycle ,1,Metropolitian ,38,6.147
32,4.0,Stormy,Medium ,Drinks ,electric_scooter ,1,Metropolitian ,32,6.147
30,5.0,Sunny,Medium ,Meal ,motorcycle ,1,Metropolitian ,30,13.788
26,4.8,Cloudy,Jam ,Drinks ,electric_scooter ,1,Metropolitian ,41,13.971
30,4.9,Windy,Medium ,Meal ,motorcycle ,0,Urban ,29,9.056
27,4.6,Cloudy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,39,12.294
37,4.9,Windy,Jam ,Drinks ,motorcycle ,1,Urban ,25,10.59
24,4.6,Windy,Low ,Drinks ,electric_scooter ,1,Metropolitian ,17,2.98
28,4.6,Sunny,Jam ,Meal ,scooter ,1,Metropolitian ,23,12.256
29,4.6,Sandstorms,Jam ,Drinks ,scooter ,1,Metropolitian ,19,10.881
38,4.6,Cloudy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,38,13.989
20,4.5,Cloudy,Jam ,Drinks ,motorcycle ,0,Metropolitian ,38,12.418
35,4.0,Cloudy,High ,Meal ,electric_scooter ,2,Metropolitian ,36,1.554
28,4.5,Stormy,Jam ,Snack ,scooter ,1,Metropolitian ,29,12.258
25,4.7,Windy,Low ,Meal ,scooter ,1,Metropolitian ,13,1.52
28,4.8,Stormy,Jam ,Buffet ,motorcycle ,0,Metropolitian ,29,10.866
29,4.7,Cloudy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,41,10.427
22,4.5,Cloudy,Low ,Drinks ,electric_scooter ,0,Metropolitian ,28,16.721
36,4.9,Sandstorms,Low ,Meal ,motorcycle ,1,Urban ,21,3.116
27,4.6,Fog,Jam ,Drinks ,scooter ,0,Metropolitian ,35,20.179
27,4.6,Windy,Low ,Buffet ,electric_scooter ,0,Metropolitian ,11,3.059
28,4.7,Windy,Medium ,Buffet ,motorcycle ,0,Metropolitian ,27,19.661
23,4.9,Sunny,Low ,Buffet ,scooter ,0,Metropolitian ,21,1.509
37,4.8,Sunny,High ,Meal ,motorcycle ,1,Metropolitian ,21,1.555
30,4.7,Sandstorms,Jam ,Snack ,motorcycle ,1,Metropolitian ,41,20.254
31,5.0,Stormy,Low ,Meal ,motorcycle ,1,Metropolitian ,26,9.263
36,4.0,Windy,High ,Buffet ,motorcycle ,2,Urban ,39,6.118
35,4.8,Cloudy,High ,Buffet ,motorcycle ,2,Metropolitian ,39,1.49
34,4.7,Fog,Jam ,Drinks ,electric_scooter ,1,Metropolitian ,46,12.079
26,4.9,Windy,Low ,Buffet ,motorcycle ,0,Urban ,17,3.059
23,4.8,Cloudy,Jam ,Buffet ,motorcycle ,0,Metropolitian ,27,9.121
35,4.5,Fog,Medium ,Meal ,motorcycle ,1,Metropolitian ,42,10.707
37,5.0,Sandstorms,Jam ,Buffet ,motorcycle ,1,Metropolitian ,31,7.567
25,4.5,Fog,Low ,Meal ,motorcycle ,0,Urban ,10,3.018
32,4.8,Sandstorms,Jam ,Drinks ,motorcycle ,1,Metropolitian ,32,9.22
26,4.8,Windy,Jam ,Snack ,motorcycle ,1,Metropolitian ,38,4.663
33,4.9,Sandstorms,Jam ,Buffet ,motorcycle ,1,Metropolitian ,48,17.138
31,4.1,Cloudy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,35,19.976
37,5.0,Sandstorms,Jam ,Meal ,scooter ,1,Metropolitian ,28,10.684
32,4.5,Sandstorms,Low ,Drinks ,motorcycle ,0,Metropolitian ,21,1.465
31,4.6,Fog,Low ,Meal ,motorcycle ,0,Metropolitian ,43,12.238
24,4.5,Fog,Low ,Buffet ,scooter ,1,Metropolitian ,15,1.52
31,4.7,Cloudy,Jam ,Snack ,motorcycle ,0,Metropolitian ,40,10.725
32,4.8,Cloudy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,44,10.906
28,4.7,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,38,17.077
32,4.7,Windy,Medium ,Meal ,scooter ,0,Metropolitian ,26,7.683
32,4.0,Fog,Jam ,Meal ,motorcycle ,1,Metropolitian ,45,10.587
29,4.9,Sandstorms,Low ,Drinks ,motorcycle ,0,Urban ,16,1.558
28,4.9,Windy,Medium ,Buffet ,electric_scooter ,1,Metropolitian ,19,12.421
24,4.8,Stormy,Jam ,Drinks ,motorcycle ,1,Urban ,27,19.974
38,5.0,Fog,Jam ,Drinks ,motorcycle ,1,Urban ,45,10.867
22,4.6,Cloudy,Low ,Buffet ,motorcycle ,1,Metropolitian ,24,19.043
21,4.8,Cloudy,Low ,Snack ,motorcycle ,0,Metropolitian ,20,10.881
21,4.5,Stormy,Jam ,Drinks ,scooter ,0,Urban ,17,4.657
23,4.5,Cloudy,Jam ,Buffet ,motorcycle ,0,Metropolitian ,20,9.327
22,4.9,Sunny,Low ,Snack ,motorcycle ,0,Metropolitian ,19,4.395
33,4.7,Cloudy,Medium ,Meal ,motorcycle ,1,Metropolitian ,32,7.66
39,4.6,Windy,Medium ,Snack ,scooter ,1,Metropolitian ,25,6.21
23,4.9,Cloudy,Medium ,Snack ,scooter ,1,Metropolitian ,27,12.075
35,5.0,Cloudy,Low ,Buffet ,scooter ,0,Urban ,17,9.075
25,4.7,Sunny,Jam ,Snack ,scooter ,0,Metropolitian ,19,9.181
20,4.0,Sunny,Jam ,Drinks ,motorcycle ,0,Metropolitian ,33,10.924
24,4.8,Sunny,Medium ,Drinks ,motorcycle ,1,Metropolitian ,19,10.867
20,4.9,Fog,Low ,Drinks ,motorcycle ,0,Metropolitian ,24,16.6
22,4.9,Fog,Medium ,Drinks ,scooter ,0,Urban ,11,6.128
37,4.0,Windy,Jam ,Snack ,motorcycle ,1,Metropolitian ,47,10.866
26,4.6,Cloudy,Low ,Snack ,scooter ,0,Urban ,22,10.603
37,4.9,Sandstorms,Low ,Buffet ,motorcycle ,1,Metropolitian ,23,3.105
37,4.8,Sandstorms,Low ,Snack ,scooter ,1,Metropolitian ,25,16.385
30,4.0,Fog,Jam ,Drinks ,scooter ,1,Metropolitian ,31,4.465
26,4.6,Stormy,Medium ,Snack ,motorcycle ,1,Metropolitian ,26,6.129
30,4.8,Fog,Low ,Meal ,scooter ,0,Metropolitian ,16,3.064
27,4.8,Sunny,Medium ,Meal ,motorcycle ,0,Urban ,17,4.528
39,4.7,Stormy,Jam ,Snack ,electric_scooter ,1,Urban ,33,7.441
22,4.7,Windy,Medium ,Meal ,electric_scooter ,0,Metropolitian ,29,10.924
31,4.5,Windy,Medium ,Snack ,electric_scooter ,1,Metropolitian ,28,6.038
22,4.8,Fog,Low ,Meal ,scooter ,1,Metropolitian ,19,9.348
25,4.1,Windy,Low ,Snack ,motorcycle ,1,Metropolitian ,23,1.532
30,4.9,Stormy,Medium ,Meal ,motorcycle ,1,Metropolitian ,35,12.108
33,4.8,Stormy,Low ,Buffet ,electric_scooter ,1,Metropolitian ,27,8.939
26,4.9,Fog,Medium ,Meal ,electric_scooter ,1,Metropolitian ,27,13.79
35,4.9,Fog,Jam ,Meal ,electric_scooter ,1,Metropolitian ,38,10.724
26,4.8,Sandstorms,Jam ,Snack ,scooter ,1,Metropolitian ,20,13.406
28,4.1,Cloudy,Jam ,Drinks ,scooter ,1,Metropolitian ,39,16.825
36,4.3,Windy,Jam ,Snack ,scooter ,1,Metropolitian ,33,4.469
24,4.9,Windy,Low ,Buffet ,scooter ,0,Metropolitian ,19,9.074
29,4.6,Cloudy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,23,6.05
23,4.6,Stormy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,13,9.174
38,4.9,Fog,Jam ,Drinks ,scooter ,3,Metropolitian ,49,13.583
27,5.0,Cloudy,Low ,Meal ,motorcycle ,1,Metropolitian ,22,10.594
30,4.2,Sandstorms,Jam ,Snack ,scooter ,1,Metropolitian ,32,11.917
27,4.9,Cloudy,Low ,Drinks ,scooter ,0,Metropolitian ,19,1.537
20,4.7,Fog,High ,Snack ,motorcycle ,0,Urban ,21,1.526
34,4.8,Sunny,Jam ,Meal ,motorcycle ,0,Metropolitian ,44,10.882
24,5.0,Fog,Low ,Drinks ,scooter ,1,Urban ,20,10.417
39,4.8,Cloudy,Jam ,Snack ,motorcycle ,1,Metropolitian ,25,9.193
28,4.3,Cloudy,Jam ,Snack ,motorcycle ,1,Metropolitian ,40,12.1
36,3.6,Sandstorms,Jam ,Buffet ,motorcycle ,1,Metropolitian ,43,12.161
39,4.8,Fog,Jam ,Drinks ,scooter ,1,Metropolitian ,34,7.684
27,4.6,Stormy,Jam ,Buffet ,scooter ,1,Metropolitian ,27,4.674
36,4.6,Windy,Jam ,Snack ,scooter ,1,Metropolitian ,25,19.916
31,4.7,Fog,Low ,Snack ,motorcycle ,1,Metropolitian ,39,10.59
39,4.1,Sandstorms,Low ,Meal ,motorcycle ,0,Metropolitian ,26,3.116
22,4.8,Sandstorms,Medium ,Buffet ,scooter ,0,Urban ,16,13.789
39,5.0,Sunny,Low ,Snack ,motorcycle ,0,Metropolitian ,12,3.025
29,4.7,Sandstorms,Low ,Meal ,scooter ,1,Metropolitian ,16,3.053
36,5.0,Sunny,Medium ,Buffet ,motorcycle ,1,Metropolitian ,22,6.129
37,4.5,Fog,Low ,Meal ,scooter ,0,Metropolitian ,17,3.025
29,4.2,Stormy,Low ,Buffet ,motorcycle ,1,Metropolitian ,26,3.03
23,4.3,Cloudy,High ,Drinks ,motorcycle ,1,Metropolitian ,31,2.98
28,4.9,Fog,Jam ,Meal ,motorcycle ,1,Metropolitian ,23,9.22
33,4.7,Cloudy,Medium ,Snack ,motorcycle ,2,Metropolitian ,43,11.983
27,4.5,Fog,Low ,Buffet ,motorcycle ,1,Metropolitian ,23,16.822
25,4.8,Stormy,Medium ,Buffet ,motorcycle ,0,Metropolitian ,21,9.088
30,5.0,Sunny,Medium ,Drinks ,scooter ,0,Metropolitian ,16,6.21
34,4.0,Cloudy,High ,Buffet ,motorcycle ,1,Urban ,34,1.509
30,4.2,Windy,Low ,Snack ,motorcycle ,1,Metropolitian ,34,9.314
38,4.1,Stormy,High ,Buffet ,scooter ,1,Urban ,33,6.232
38,4.7,Sandstorms,Low ,Snack ,motorcycle ,1,Metropolitian ,25,13.631
28,4.8,Sandstorms,Jam ,Snack ,scooter ,1,Metropolitian ,22,16.637
26,4.6,Fog,Jam ,Buffet ,motorcycle ,2,Urban ,46,16.903
32,3.9,Stormy,Jam ,Buffet ,motorcycle ,0,Metropolitian ,42,17.138
25,5.0,Sunny,Low ,Snack ,scooter ,1,Metropolitian ,27,16.636
24,4.7,Windy,Jam ,Meal ,electric_scooter ,1,Urban ,11,9.348
25,5.0,Stormy,Low ,Buffet ,scooter ,0,Urban ,10,19.661
23,4.8,Fog,Medium ,Snack ,scooter ,0,Metropolitian ,15,9.075
37,4.9,Cloudy,Medium ,Meal ,motorcycle ,1,Metropolitian ,15,5.959
22,4.8,Windy,Medium ,Buffet ,electric_scooter ,1,Metropolitian ,26,7.763
29,4.8,Sunny,Low ,Meal ,electric_scooter ,1,Metropolitian ,20,3.073
21,5.0,Cloudy,Low ,Buffet ,motorcycle ,1,Metropolitian ,21,20.287
27,4.8,Cloudy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,27,9.191
38,4.0,Stormy,Low ,Drinks ,motorcycle ,1,Metropolitian ,33,7.448
39,4.6,Stormy,Low ,Drinks ,scooter ,1,Metropolitian ,29,12.418
22,4.6,Windy,Jam ,Snack ,scooter ,1,Metropolitian ,26,12.243
26,4.5,Windy,Low ,Snack ,scooter ,1,Metropolitian ,18,3.059
39,4.6,Stormy,Medium ,Drinks ,scooter ,1,Metropolitian ,26,6.082
30,4.7,Sunny,High ,Meal ,motorcycle ,1,Metropolitian ,29,6.209
34,4.9,Sunny,Low ,Meal ,motorcycle ,0,Urban ,10,7.562
33,3.5,Stormy,Medium ,Drinks ,motorcycle ,2,Metropolitian ,38,16.853
25,4.6,Windy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,23,4.61
29,4.6,Windy,Jam ,Meal ,scooter ,1,Metropolitian ,22,10.641
34,4.8,Sunny,Low ,Snack ,motorcycle ,1,Metropolitian ,28,13.409
26,4.8,Cloudy,Jam ,Drinks ,electric_scooter ,0,Metropolitian ,36,17.073
31,4.6,Cloudy,High ,Buffet ,electric_scooter ,1,Metropolitian ,30,6.051
38,4.7,Cloudy,Low ,Snack ,scooter ,1,Metropolitian ,19,7.564
31,4.8,Sunny,Jam ,Buffet ,motorcycle ,1,Metropolitian ,26,19.916
23,4.7,Windy,Low ,Snack ,scooter ,0,Urban ,11,9.178
33,4.9,Windy,Jam ,Meal ,motorcycle ,2,Metropolitian ,49,9.316
30,4.4,Cloudy,Jam ,Drinks ,scooter ,1,Metropolitian ,37,7.65
31,4.3,Stormy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,41,9.121
34,4.8,Fog,Jam ,Buffet ,motorcycle ,1,Metropolitian ,42,20.864
33,4.6,Sunny,High ,Meal ,motorcycle ,1,Metropolitian ,24,6.232
33,4.1,Sandstorms,Jam ,Buffet ,scooter ,1,Metropolitian ,38,13.429
30,3.9,Sandstorms,Jam ,Meal ,motorcycle ,2,Metropolitian ,39,19.762
34,4.4,Cloudy,Medium ,Snack ,motorcycle ,1,Metropolitian ,40,20.555
30,4.1,Fog,Jam ,Snack ,motorcycle ,1,Metropolitian ,34,7.448
28,4.6,Cloudy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,39,13.767
33,4.9,Windy,Medium ,Meal ,motorcycle ,1,Urban ,26,6.211
28,4.7,Sunny,Jam ,Meal ,scooter ,1,Metropolitian ,14,8.953
31,4.2,Stormy,Jam ,Buffet ,motorcycle ,3,Urban ,42,12.235
36,4.9,Fog,High ,Buffet ,scooter ,0,Metropolitian ,26,5.875
33,4.1,Stormy,Medium ,Meal ,motorcycle ,0,Metropolitian ,34,7.79
21,4.6,Cloudy,Medium ,Drinks ,scooter ,1,Urban ,19,4.561
26,4.7,Stormy,Medium ,Meal ,motorcycle ,1,Metropolitian ,36,10.881
24,4.6,Stormy,Low ,Buffet ,motorcycle ,1,Metropolitian ,24,19.975
25,4.7,Fog,High ,Buffet ,electric_scooter ,1,Urban ,27,1.53
34,4.8,Windy,Jam ,Snack ,scooter ,0,Metropolitian ,27,4.588
26,4.8,Windy,Low ,Drinks ,scooter ,1,Metropolitian ,13,1.49
38,4.5,Cloudy,Low ,Buffet ,motorcycle ,0,Metropolitian ,21,3.109
31,4.8,Fog,Jam ,Drinks ,motorcycle ,1,Metropolitian ,32,9.22
37,5.0,Sandstorms,Jam ,Drinks ,scooter ,1,Urban ,26,19.975
29,4.5,Fog,Low ,Snack ,motorcycle ,1,Metropolitian ,22,3.059
25,4.4,Sandstorms,Low ,Drinks ,motorcycle ,0,Urban ,17,1.558
21,4.8,Windy,Jam ,Drinks ,scooter ,1,Urban ,16,20.852
25,4.6,Fog,Jam ,Buffet ,motorcycle ,1,Metropolitian ,46,16.721
27,4.8,Sunny,Jam ,Buffet ,electric_scooter ,0,Metropolitian ,10,16.637
32,4.6,Sunny,Low ,Buffet ,motorcycle ,1,Urban ,16,14.022
29,4.8,Stormy,Medium ,Drinks ,electric_scooter ,0,Metropolitian ,17,10.867
28,4.9,Stormy,Jam ,Buffet ,electric_scooter ,1,Metropolitian ,21,13.971
20,4.9,Cloudy,Jam ,Snack ,motorcycle ,1,Urban ,26,7.761
31,4.1,Stormy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,42,16.394
39,4.7,Cloudy,Low ,Meal ,scooter ,1,Metropolitian ,28,10.756
38,4.9,Sunny,Medium ,Buffet ,motorcycle ,1,Metropolitian ,18,19.883
26,4.8,Fog,Jam ,Meal ,scooter ,1,Metropolitian ,22,9.22
27,4.8,Sunny,Jam ,Drinks ,motorcycle ,1,Metropolitian ,17,10.866
36,4.5,Windy,Jam ,Meal ,scooter ,1,Urban ,31,13.406
32,4.6,Windy,Jam ,Meal ,electric_scooter ,1,Metropolitian ,31,4.663
38,4.1,Cloudy,Jam ,Snack ,electric_scooter ,1,Metropolitian ,44,13.215
25,4.6,Fog,Low ,Meal ,motorcycle ,1,Metropolitian ,18,1.555
21,5.0,Sandstorms,Low ,Meal ,scooter ,0,Metropolitian ,10,1.49
28,4.9,Windy,Jam ,Buffet ,motorcycle ,0,Metropolitian ,22,10.723
38,4.1,Fog,Low ,Meal ,motorcycle ,2,Metropolitian ,41,19.89
27,5.0,Windy,Jam ,Drinks ,motorcycle ,0,Metropolitian ,21,7.545
24,4.6,Stormy,Low ,Drinks ,motorcycle ,1,Urban ,19,13.611
34,5.0,Fog,High ,Buffet ,motorcycle ,1,Metropolitian ,36,1.51
39,4.9,Stormy,Low ,Meal ,motorcycle ,1,Metropolitian ,22,13.972
29,4.7,Sunny,Jam ,Meal ,scooter ,1,Urban ,13,9.316
33,4.5,Stormy,Medium ,Snack ,scooter ,1,Metropolitian ,23,13.583
28,5.0,Fog,Medium ,Meal ,motorcycle ,1,Metropolitian ,27,6.232
26,4.7,Cloudy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,29,9.348
35,4.7,Sandstorms,Low ,Meal ,scooter ,1,Metropolitian ,28,4.597
33,4.1,Stormy,Jam ,Meal ,motorcycle ,1,Metropolitian ,37,19.762
20,4.8,Fog,Jam ,Drinks ,motorcycle ,3,Metropolitian ,47,12.161
32,5.0,Cloudy,Low ,Drinks ,motorcycle ,1,Metropolitian ,15,2.98
30,4.9,Fog,Medium ,Buffet ,electric_scooter ,1,Metropolitian ,30,12.294
28,4.7,Sunny,Low ,Snack ,scooter ,1,Metropolitian ,23,1.532
28,2.6,Sunny,Low ,Buffet ,electric_scooter ,1,Metropolitian ,41,10.756
25,4.7,Cloudy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,30,19.88
34,4.7,Fog,Low ,Drinks ,motorcycle ,0,Metropolitian ,22,1.515
25,4.7,Sunny,High ,Drinks ,electric_scooter ,0,Metropolitian ,10,6.037
32,4.5,Cloudy,Jam ,Meal ,motorcycle ,0,Metropolitian ,40,20.183
29,4.6,Windy,Medium ,Snack ,motorcycle ,0,Urban ,13,7.684
31,4.8,Sunny,Medium ,Meal ,motorcycle ,1,Metropolitian ,28,16.822
24,4.1,Windy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,33,4.632
25,4.5,Windy,Jam ,Meal ,motorcycle ,0,Metropolitian ,11,7.602
21,4.5,Windy,Low ,Buffet ,motorcycle ,0,Metropolitian ,13,20.069
34,4.9,Fog,Jam ,Meal ,motorcycle ,1,Metropolitian ,29,8.812
33,4.5,Cloudy,Medium ,Snack ,motorcycle ,1,Metropolitian ,47,16.984
33,4.9,Sandstorms,Low ,Snack ,motorcycle ,1,Urban ,21,4.674
21,4.9,Stormy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,27,4.561
32,4.8,Windy,Jam ,Drinks ,electric_scooter ,1,Metropolitian ,26,9.314
36,4.7,Stormy,Low ,Meal ,motorcycle ,1,Metropolitian ,24,2.979
34,4.8,Sandstorms,Low ,Meal ,motorcycle ,0,Metropolitian ,20,10.568
20,4.9,Sunny,Jam ,Drinks ,motorcycle ,0,Metropolitian ,12,9.055
20,4.8,Sandstorms,Jam ,Snack ,scooter ,1,Metropolitian ,29,16.723
31,4.9,Sandstorms,Low ,Meal ,motorcycle ,0,Metropolitian ,24,9.349
37,4.8,Stormy,Low ,Snack ,scooter ,0,Metropolitian ,26,1.537
35,4.8,Fog,Medium ,Buffet ,scooter ,1,Metropolitian ,35,10.757
22,4.9,Windy,Low ,Buffet ,electric_scooter ,0,Metropolitian ,10,12.235
38,4.9,Sunny,Jam ,Snack ,motorcycle ,1,Urban ,18,9.088
27,4.7,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,27,16.636
38,4.6,Sandstorms,Jam ,Drinks ,scooter ,1,Metropolitian ,30,12.099
24,4.7,Windy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,27,4.589
39,4.7,Windy,Low ,Meal ,electric_scooter ,1,Urban ,21,9.348
25,4.8,Sandstorms,Jam ,Snack ,motorcycle ,1,Urban ,24,9.192
35,4.9,Sandstorms,Medium ,Buffet ,electric_scooter ,0,Urban ,22,13.611
30,4.6,Windy,Jam ,Snack ,motorcycle ,2,Urban ,52,13.407
36,4.6,Cloudy,Jam ,Meal ,motorcycle ,0,Metropolitian ,34,7.762
23,5.0,Sandstorms,Low ,Buffet ,motorcycle ,1,Metropolitian ,19,10.587
33,4.6,Stormy,High ,Meal ,scooter ,1,Metropolitian ,26,1.513
32,4.8,Stormy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,29,4.561
27,4.7,Fog,Medium ,Snack ,motorcycle ,1,Urban ,22,9.314
33,4.8,Cloudy,Medium ,Meal ,scooter ,0,Urban ,15,6.218
22,4.6,Sunny,Jam ,Buffet ,motorcycle ,0,Urban ,12,7.763
36,5.0,Windy,Low ,Snack ,electric_scooter ,1,Metropolitian ,27,3.019
38,4.2,Windy,Jam ,Meal ,motorcycle ,0,Metropolitian ,37,12.162
39,5.0,Cloudy,Low ,Snack ,scooter ,0,Metropolitian ,19,1.544
34,4.5,Fog,Medium ,Buffet ,scooter ,1,Urban ,17,6.118
33,5.0,Windy,Low ,Snack ,electric_scooter ,1,Urban ,21,4.561
34,4.9,Sandstorms,Low ,Snack ,scooter ,0,Urban ,22,3.02
28,4.9,Fog,Low ,Meal ,scooter ,1,Metropolitian ,14,9.121
39,4.2,Stormy,Medium ,Snack ,motorcycle ,1,Metropolitian ,35,8.938
